FID,FireName,FireYear,CalcAcres,DiscDate,parentid,acres,perim
259,Bolgen Creek,2004,201894.399999999990000,7/11/2004 0:00:00,1120,201696.500000000000000,318855.760000000010000
260,Bolgen Creek,2004,201894.399999999990000,7/11/2004 0:00:00,1120,201743.579999999990000,318725.760000000010000
261,Bonanza Creek,2004,265915.799999999990000,6/28/2004 0:00:00,1068,220570.750000000000000,349029.400000000020000
262,Bonanza Creek,2004,265915.799999999990000,6/28/2004 0:00:00,1068,257983.340000000000000,402030.510000000010000
263,Bonanza Creek,2004,265915.799999999990000,6/28/2004 0:00:00,1068,262938.450000000010000,414120.109999999990000
264,BONASILA,1957,288150.799999999990000,6/23/1957 0:00:00,212,285639.719999999970000,179771.890000000010000
265,Boney Creek,2005,62562.599999999999000,6/16/2005 0:00:00,1032,59009.849999999999000,112317.730000000000000
266,Boney Creek,2005,62562.599999999999000,6/16/2005 0:00:00,1032,62473.010000000002000,110090.950000000000000
267,BONNIE,1990,39691.699999999997000,7/4/1990 0:00:00,1163,39405.699999999997000,123903.820000000010000
268,Bonnifield #1,2011,8592.799999999999300,7/9/2011 0:00:00,1772,8025.140000000000300,50431.150000000001000
269,Bonnifield #1,2011,8592.799999999999300,7/9/2011 0:00:00,1772,8313.659999999999900,48044.699999999997000
270,Boulder Creek,2004,63057.400000000001000,6/29/2004 0:00:00,905,56167.900000000001000,169324.670000000010000
271,Boulder Creek,2004,63057.400000000001000,6/29/2004 0:00:00,905,59435.209999999999000,170347.040000000010000
272,Boulder Creek,2004,63057.400000000001000,6/29/2004 0:00:00,905,62995.559999999998000,158904.299999999990000
273,Boundary,2004,536526.000000000000000,6/13/2004 0:00:00,1067,514142.030000000030000,758290.890000000010000
274,Boundary,2004,536526.000000000000000,6/13/2004 0:00:00,1067,532050.310000000060000,717586.660000000030000
275,Boundary,2004,536526.000000000000000,6/13/2004 0:00:00,1067,533319.260000000010000,724169.640000000010000
276,Boundary,2004,536526.000000000000000,6/13/2004 0:00:00,1067,534013.550000000050000,711744.910000000030000
277,Boundary,2004,536526.000000000000000,6/13/2004 0:00:00,1067,534482.880000000000000,713687.569999999950000
278,Boundary,2004,536526.000000000000000,6/13/2004 0:00:00,1067,535511.609999999990000,722585.459999999960000
279,Boundary,2004,536526.000000000000000,6/13/2004 0:00:00,1067,535789.810000000060000,707770.780000000030000
280,Boundary,2004,536526.000000000000000,6/13/2004 0:00:00,1067,536011.890000000010000,693604.620000000000000
281,Boundary,2004,536526.000000000000000,6/13/2004 0:00:00,1067,536166.650000000020000,702767.079999999960000
282,Boundary,2004,536526.000000000000000,6/13/2004 0:00:00,1067,536201.949999999950000,701949.760000000010000
283,Boundary,2004,536526.000000000000000,6/13/2004 0:00:00,1067,536393.209999999960000,702661.530000000030000
284,Boundary,2004,536526.000000000000000,6/13/2004 0:00:00,1067,536497.390000000010000,701569.349999999980000
285,Boundary,2004,536526.000000000000000,6/13/2004 0:00:00,1067,536512.449999999950000,700947.189999999940000
286,Boundary Creek,2005,131109.399999999990000,7/12/2005 0:00:00,687,129537.990000000010000,174188.370000000000000
287,Boundary Creek,2005,131109.399999999990000,7/12/2005 0:00:00,687,130117.920000000000000,171984.950000000010000
288,Boundary Creek,2005,131109.399999999990000,7/12/2005 0:00:00,687,130209.500000000000000,169049.260000000010000
289,Boundary Creek,2005,131109.399999999990000,7/12/2005 0:00:00,687,130272.480000000000000,171846.140000000010000
290,BOUNDARY CREEK,1957,1661.900000000000100,6/26/1957 0:00:00,1665,1653.960000000000000,12240.139999999999000
291,Box River,2005,5591.199999999999800,6/25/2005 0:00:00,1633,2959.699999999999800,26146.840000000000000
292,BRIDGE,1972,239326.100000000010000,7/13/1972 0:00:00,98,229120.700000000010000,262642.679999999990000
293,Broken Snowshoe,2009,25339.500000000000000,5/24/2009 0:00:00,489,24179.549999999999000,62835.830000000002000
294,Bruno Creek,2015,15131.600000000000000,6/21/2015 0:00:00,1901,15052.639999999999000,116414.470000000000000
295,BTT E 12,1977,12537.400000000000000,7/31/1977 0:00:00,1369,11570.950000000001000,34684.589999999997000
296,BTT N 15,1977,1949.300000000000000,7/31/1977 0:00:00,1437,214.569999999999990,4353.739999999999800
297,BTT N 15,1977,1949.300000000000000,7/31/1977 0:00:00,1437,1658.710000000000000,10895.889999999999000
298,BTT S 17,1991,38877.300000000003000,6/30/1991 0:00:00,549,36742.279999999999000,73507.619999999995000
299,BTT S 17,1991,38877.300000000003000,6/30/1991 0:00:00,549,37860.290000000001000,76075.419999999998000
300,BTT S 48,1992,29376.799999999999000,6/23/1992 0:00:00,1197,29314.279999999999000,91306.259999999995000
301,BTT S 49,1991,33596.300000000003000,7/1/1991 0:00:00,1661,28744.240000000002000,85624.820000000007000
302,BTT S 49,1994,8283.100000000000400,6/8/1994 0:00:00,1703,8276.299999999999300,51692.889999999999000
303,BTT SE 47,1977,66621.600000000006000,7/24/1977 0:00:00,1016,48022.239999999998000,144812.640000000010000
304,BTT SE 47,1977,66621.600000000006000,7/24/1977 0:00:00,1016,63748.019999999997000,126719.990000000010000
305,BTT SE 59,1990,20790.700000000001000,7/15/1990 0:00:00,1382,19035.459999999999000,78863.860000000001000
306,BTT SS 53,1991,17102.400000000001000,7/1/1991 0:00:00,1604,7259.640000000000300,33178.510000000002000
307,BTT SS 53,1991,17102.400000000001000,7/1/1991 0:00:00,1604,11618.790000000001000,34244.820000000000000
308,BTT SSW 55,1994,2223.099999999999900,6/10/1994 0:00:00,1687,1903.670000000000100,17637.810000000001000
309,BTT SSW 55,1994,2223.099999999999900,6/10/1994 0:00:00,1687,2167.260000000000200,20568.799999999999000
310,BTT SW 53,1990,27858.299999999999000,7/19/1990 0:00:00,1717,25251.110000000001000,57994.559999999998000
311,BTT SW 53,1990,27858.299999999999000,7/19/1990 0:00:00,1717,27725.380000000001000,63421.389999999999000
312,BTT SW 61,1990,2534.099999999999900,7/7/1990 0:00:00,1273,1966.740000000000000,15250.270000000000000
313,BTT WSW 84,1991,190798.700000000010000,6/29/1991 0:00:00,498,182600.750000000000000,206363.209999999990000
314,BTT WSW 84,1991,190798.700000000010000,6/29/1991 0:00:00,498,190482.470000000000000,179847.600000000010000
315,BTTS S 40,1990,289913.599999999980000,7/2/1990 0:00:00,1463,274206.440000000000000,306733.530000000030000
316,BTTS S 40,1990,289913.599999999980000,7/2/1990 0:00:00,1463,287072.969999999970000,323506.539999999980000
317,BTTS S 40,1990,289913.599999999980000,7/2/1990 0:00:00,1463,289373.270000000020000,306074.900000000020000
318,BUCK MTN.,1997,5058.899999999999600,7/21/1997 0:00:00,963,1273.780000000000000,16071.180000000000000
319,Bull Creek,2009,17224.900000000001000,7/25/2009 0:00:00,317,16018.990000000000000,146533.380000000000000
320,Bull Creek,2010,41911.300000000003000,5/31/2010 0:00:00,198,28621.360000000001000,50986.889999999999000
321,Bullion Creek,2004,15563.100000000000000,7/3/2004 0:00:00,959,15552.719999999999000,49049.709999999999000
322,BURNT MT,1966,4435.699999999999800,8/5/1966 0:00:00,1805,3560.349999999999900,21564.410000000000000
323,BUTTE CREEK,1969,469184.799999999990000,6/10/1969 0:00:00,522,466165.650000000020000,271553.770000000020000
324,BUZA,1974,352077.099999999980000,6/24/1974 0:00:00,1629,263687.799999999990000,412704.820000000010000
325,BUZA,1974,352077.099999999980000,6/24/1974 0:00:00,1629,297423.390000000010000,370104.690000000000000
326,BUZA,1974,352077.099999999980000,6/24/1974 0:00:00,1629,337361.099999999980000,428271.840000000030000
327,BUZA,1974,352077.099999999980000,6/24/1974 0:00:00,1629,347869.640000000010000,363379.359999999990000
328,BUZA,1974,352077.099999999980000,6/24/1974 0:00:00,1629,350702.299999999990000,383088.150000000020000
329,BUZA,1974,352077.099999999980000,6/24/1974 0:00:00,1629,352032.880000000000000,369330.450000000010000
330,Camp Creek,2004,179599.100000000010000,6/23/2004 0:00:00,1050,175972.780000000000000,337257.780000000030000
331,Camp Creek,2004,179599.100000000010000,6/23/2004 0:00:00,1050,178681.560000000000000,340580.719999999970000
332,Camp Creek,2004,179599.100000000010000,6/23/2004 0:00:00,1050,178701.910000000000000,358752.940000000000000
333,Camp Creek,2004,179599.100000000010000,6/23/2004 0:00:00,1050,178781.410000000000000,356772.120000000000000
334,Camp Creek,2004,179599.100000000010000,6/23/2004 0:00:00,1050,179070.579999999990000,354649.609999999990000
335,Camp Creek,2005,97331.699999999997000,6/28/2005 0:00:00,1756,94916.380000000005000,314491.099999999980000
336,Camp Creek,2005,97331.699999999997000,6/28/2005 0:00:00,1756,95175.289999999994000,298480.530000000030000
337,Camp Creek,2005,97331.699999999997000,6/28/2005 0:00:00,1756,96886.500000000000000,298452.289999999980000
338,Camp Creek,2015,13556.299999999999000,6/21/2015 0:00:00,1970,12213.549999999999000,39297.589999999997000
339,Camp Creek,2016,1256.599999999999900,7/13/2016 0:00:00,2051,819.149999999999980,12916.730000000000000
340,Can Creek,2013,6590.100000000000400,7/28/2013 0:00:00,201,6162.149999999999600,50206.010000000002000
341,Can Creek,2013,6590.100000000000400,7/28/2013 0:00:00,201,6386.409999999999900,49218.440000000002000
342,Canvasback Lake,2010,35455.800000000003000,7/12/2010 0:00:00,602,22631.910000000000000,60062.900000000001000
343,Card Street,2015,8874.600000000000400,6/15/2015 0:00:00,1849,12.539999999999999,2056.309999999999900
344,Card Street,2015,8874.600000000000400,6/15/2015 0:00:00,1849,8247.020000000000400,52727.440000000002000
345,Caribou,2005,11387.500000000000000,8/8/2005 0:00:00,1046,10580.330000000000000,124843.020000000000000
346,Caribou Hills,2007,55437.800000000003000,6/19/2007 0:00:00,1599,52733.970000000001000,115973.370000000000000
347,Carlson Lake,2015,46545.300000000003000,6/25/2015 0:00:00,1999,39713.550000000003000,171091.390000000010000
348,Carlson Lake,2015,46545.300000000003000,6/25/2015 0:00:00,1999,41175.599999999999000,221576.750000000000000
349,Carlson Lake,2015,46545.300000000003000,6/25/2015 0:00:00,1999,44298.769999999997000,194115.350000000010000
350,Carlson Lake,2015,46545.300000000003000,6/25/2015 0:00:00,1999,45479.019999999997000,180340.890000000010000
351,Carlson Lake,2015,46545.300000000003000,6/25/2015 0:00:00,1999,45753.739999999998000,183776.620000000000000
352,Carlson Lake,2015,46545.300000000003000,6/25/2015 0:00:00,1999,46292.419999999998000,183522.709999999990000
353,Carlson Lake,2015,46545.300000000003000,6/25/2015 0:00:00,1999,46522.980000000003000,184390.399999999990000
354,Cascaden Ridge,2010,15177.700000000001000,5/27/2010 0:00:00,672,14142.790000000001000,127208.590000000000000
355,Cascaden Ridge,2010,15177.700000000001000,5/27/2010 0:00:00,672,14230.350000000000000,117586.000000000000000
356,Castle Rocks,2013,12934.400000000000000,7/6/2013 0:00:00,1811,12915.080000000000000,85893.600000000006000
357,CDL E 14,1977,139152.500000000000000,7/24/1977 0:00:00,1589,137768.890000000010000,202745.220000000000000
358,CEM E 30,1979,10636.600000000000000,6/7/1979 0:00:00,372,10597.830000000000000,43785.980000000003000
359,CEM NE 20,1991,56431.300000000003000,6/23/1991 0:00:00,1152,52854.419999999998000,109331.270000000000000
360,CEMSE34,1993,17111.400000000001000,6/15/1993 0:00:00,477,10814.250000000000000,101058.600000000010000
361,CEMW62,1993,4542.899999999999600,7/17/1993 0:00:00,1452,4403.040000000000000,40607.639999999999000
362,CENTRAL W-10,1957,49701.699999999997000,8/11/1957 0:00:00,996,34844.779999999999000,128259.280000000000000
363,Chandalar,2013,15528.400000000000000,6/23/2013 0:00:00,1837,7426.170000000000100,30493.939999999999000
364,Chandalar,2013,15528.400000000000000,6/23/2013 0:00:00,1837,15109.070000000000000,35293.910000000003000
365,Chandalar Creek,2004,4061.400000000000100,8/25/2004 0:00:00,992,158.930000000000010,6675.529999999999700
366,Chapman Creek,2005,171621.399999999990000,5/30/2005 0:00:00,459,168102.109999999990000,209757.350000000010000
367,Charley Creek 1,2005,73308.000000000000000,6/11/2005 0:00:00,820,59671.059999999998000,211240.090000000000000
368,Charley Creek 1,2005,73308.000000000000000,6/11/2005 0:00:00,820,62076.800000000003000,233272.840000000000000
369,Charley Creek 1,2005,73308.000000000000000,6/11/2005 0:00:00,820,68206.330000000002000,230006.140000000010000
370,Charley Creek 1,2005,73308.000000000000000,6/11/2005 0:00:00,820,69504.289999999994000,300012.580000000020000
371,Charley Creek 1,2005,73308.000000000000000,6/11/2005 0:00:00,820,71693.820000000007000,263388.520000000020000
372,Charley Creek 1,2005,73308.000000000000000,6/11/2005 0:00:00,820,72552.559999999998000,256852.540000000010000
373,Charley Creek 1,2005,73308.000000000000000,6/11/2005 0:00:00,820,73209.779999999999000,255010.780000000000000
374,Cheeneetnuk,2009,37527.400000000001000,7/2/2009 0:00:00,1598,15274.900000000000000,122375.070000000010000
375,CHENA DOME S-3,1958,58294.400000000001000,6/1/1958 0:00:00,830,41954.570000000000000,117249.960000000010000
376,Chick Mountain,2005,97134.699999999997000,8/1/2005 0:00:00,694,90017.610000000001000,134902.459999999990000
377,Chick Mountain,2005,97134.699999999997000,8/1/2005 0:00:00,694,92753.240000000005000,123231.590000000000000
378,Chick Mountain,2005,97134.699999999997000,8/1/2005 0:00:00,694,93637.639999999999000,135916.359999999990000
379,Chick Mountain,2005,97134.699999999997000,8/1/2005 0:00:00,694,94001.699999999997000,132396.760000000010000
380,Chick Mountain,2005,97134.699999999997000,8/1/2005 0:00:00,694,95901.990000000005000,137536.100000000010000
381,Chick Mountain,2005,97134.699999999997000,8/1/2005 0:00:00,694,96722.720000000001000,130230.870000000000000
382,Chick Mountain,2005,97134.699999999997000,8/1/2005 0:00:00,694,96938.910000000003000,130786.490000000010000
383,Chicken #1,2004,320155.900000000020000,6/15/2004 0:00:00,1418,275337.700000000010000,443219.520000000020000
384,Chicken #1,2004,320155.900000000020000,6/15/2004 0:00:00,1418,308993.380000000000000,467139.849999999980000
385,Chicken #1,2004,320155.900000000020000,6/15/2004 0:00:00,1418,317615.770000000020000,452981.500000000000000
386,Chicken #1,2004,320155.900000000020000,6/15/2004 0:00:00,1418,319346.750000000000000,460475.200000000010000
387,Chicken #1,2004,320155.900000000020000,6/15/2004 0:00:00,1418,319864.270000000020000,454987.159999999970000
388,Chicken #1,2004,320155.900000000020000,6/15/2004 0:00:00,1418,319984.060000000000000,456764.409999999970000
389,Chisana River  2,2015,39639.699999999997000,6/9/2015 0:00:00,1997,37459.680000000000000,99724.529999999999000
390,Chisana River  2,2015,39639.699999999997000,6/9/2015 0:00:00,1997,38052.029999999999000,104402.190000000000000
391,Chitanana,2013,3630.300000000000200,8/3/2013 0:00:00,1779,516.019999999999980,13154.450000000001000
392,CHITANANA,2011,3051.300000000000200,5/30/2011 0:00:00,1835,2683.710000000000000,14991.180000000000000
393,Chitanana River,1996,59048.099999999999000,6/17/1996 0:00:00,892,58958.870000000003000,118790.200000000000000
394,Chitanana River,2009,1346.500000000000000,5/26/2009 0:00:00,524,75.989999999999995,3947.969999999999800
395,Chitanana River,2015,43199.900000000001000,6/21/2015 0:00:00,1916,31676.619999999999000,163381.299999999990000
396,Chitanana River,2015,43199.900000000001000,6/21/2015 0:00:00,1916,40876.099999999999000,122669.230000000000000
397,Chitanana River,2015,43199.900000000001000,6/21/2015 0:00:00,1916,41329.169999999998000,131821.720000000000000
398,Chitanana River,2015,43199.900000000001000,6/21/2015 0:00:00,1916,43043.279999999999000,133577.170000000010000
399,Chitanatala,2010,36632.699999999997000,5/26/2010 0:00:00,1787,36484.879999999997000,129905.860000000000000
400,Chitanatala,2015,12461.100000000000000,6/20/2015 0:00:00,1981,6795.040000000000000,56739.989999999998000
401,Chitanatala,2015,12461.100000000000000,6/20/2015 0:00:00,1981,12406.750000000000000,96569.220000000001000
402,Chitanatala Mountains,2005,35670.400000000001000,8/9/2005 0:00:00,1291,33389.830000000002000,87648.800000000003000
403,Chitanatala Mountains,2005,35670.400000000001000,8/9/2005 0:00:00,1291,34385.010000000002000,98765.649999999994000
404,Chitsia Creek,2004,1635.200000000000000,6/15/2004 0:00:00,803,23.800000000000001,1282.910000000000100
405,Christian River Fire,1951,18997.400000000001000,7/2/1951 0:00:00,1555,4261.420000000000100,27490.869999999999000
406,Chulitna,2013,2446.800000000000200,6/19/2013 0:00:00,1825,1377.619999999999900,17786.040000000001000
407,CIK E 24,1986,7720.800000000000200,7/6/1986 0:00:00,290,7711.079999999999900,49025.349999999999000
408,CIK E 30,1986,16053.299999999999000,7/1/1986 0:00:00,482,1679.730000000000000,26726.349999999999000
409,CIK NE 42,1976,15530.900000000000000,7/24/1976 0:00:00,555,14041.209999999999000,53996.139999999999000
410,Circ Mountain,1996,37533.000000000000000,6/18/1996 0:00:00,977,27499.869999999999000,100452.289999999990000
411,Circ Mountain,1996,37533.000000000000000,6/18/1996 0:00:00,977,32247.040000000001000,92240.889999999999000
412,Circ Mountain,1996,37533.000000000000000,6/18/1996 0:00:00,977,34373.669999999998000,83690.600000000006000
413,Circ Mountain,1996,37533.000000000000000,6/18/1996 0:00:00,977,37480.940000000002000,81133.619999999995000
414,Clawanmenka Lake,2004,108579.700000000000000,7/6/2004 0:00:00,994,101988.500000000000000,179577.549999999990000
415,Clawanmenka Lake,2004,108579.700000000000000,7/6/2004 0:00:00,994,108542.610000000000000,162374.959999999990000
416,Clawanmenka Lake,2004,108579.700000000000000,7/6/2004 0:00:00,994,108572.700000000000000,163152.040000000010000
417,CLEAR CREEK,1968,95730.199999999997000,7/23/1968 0:00:00,1177,95553.259999999995000,147931.230000000010000
418,CLEARWATER #2,1995,1217.300000000000000,6/14/1995 0:00:00,1651,466.130000000000000,12690.420000000000000
419,Cod Lake 1,2015,2416.099999999999900,6/19/2015 0:00:00,1887,1827.050000000000000,15636.070000000000000
420,Cod Lake 3,2015,10661.100000000000000,7/6/2015 0:00:00,2031,8459.340000000000100,45487.180000000000000
421,Cod Lake 3,2015,10661.100000000000000,7/6/2015 0:00:00,2031,10344.860000000001000,39131.430000000000000
422,Coffee Can Lake,2007,39795.500000000000000,7/5/2007 0:00:00,38,32963.470000000001000,114327.490000000010000
423,Coleen Mountain,2005,114814.100000000010000,7/24/2005 0:00:00,95,111144.380000000000000,352974.320000000010000
424,Coleen Mountain,2005,114814.100000000010000,7/24/2005 0:00:00,95,113447.179999999990000,338867.169999999980000
425,Coleen Mountain,2005,114814.100000000010000,7/24/2005 0:00:00,95,113792.000000000000000,333312.909999999970000
426,Coleen Mountain,2005,114814.100000000010000,7/24/2005 0:00:00,95,114674.899999999990000,340405.840000000030000
427,Colorado Creek,2002,81648.300000000003000,5/26/2002 0:00:00,926,81633.089999999997000,120317.070000000010000
428,COMA,1972,11332.500000000000000,7/24/1972 0:00:00,1181,8277.649999999999600,27586.549999999999000
429,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,36545.830000000002000,181782.320000000010000
430,Cosna River,2005,21194.299999999999000,6/17/2005 0:00:00,1699,14466.430000000000000,63377.190000000002000
431,Cosna River,2005,21194.299999999999000,6/17/2005 0:00:00,1699,19109.009999999998000,63025.510000000002000
432,Cosna River,2005,21194.299999999999000,6/17/2005 0:00:00,1699,20635.610000000001000,62202.949999999997000
433,Crash Creek,2009,29060.400000000001000,7/4/2009 0:00:00,679,18975.439999999999000,98929.009999999995000
434,Crash Creek,2009,29060.400000000001000,7/4/2009 0:00:00,679,26260.900000000001000,112432.740000000010000
435,Crash Creek,2009,29060.400000000001000,7/4/2009 0:00:00,679,29032.610000000001000,121644.250000000000000
436,Crater Creek,2013,1634.000000000000000,8/4/2013 0:00:00,1794,166.310000000000000,4285.340000000000100
437,Crater Creek,2013,1634.000000000000000,8/4/2013 0:00:00,1794,246.680000000000010,5193.159999999999900
438,Crazy,2002,1596.599999999999900,7/18/2002 0:00:00,1073,1253.569999999999900,10365.620000000001000
439,Crazy,2004,52055.699999999997000,7/4/2004 0:00:00,986,36073.959999999999000,141166.799999999990000
440,Crazy,2004,52055.699999999997000,7/4/2004 0:00:00,986,36245.400000000001000,129213.289999999990000
441,Crazy,2004,52055.699999999997000,7/4/2004 0:00:00,986,51832.830000000002000,157899.459999999990000
442,Crazy Slough,2015,8019.800000000000200,6/20/2015 0:00:00,1886,6420.989999999999800,39965.959999999999000
443,CROW LAKE,1977,95539.100000000006000,7/22/1977 0:00:00,619,79093.490000000005000,137938.299999999990000
444,CROW LAKE,1977,95539.100000000006000,7/22/1977 0:00:00,619,90786.940000000002000,132116.810000000000000
445,CROW LAKE,1977,95539.100000000006000,7/22/1977 0:00:00,619,92810.940000000002000,138794.720000000000000
446,CURTIS,1969,38277.199999999997000,7/9/1969 0:00:00,547,21347.919999999998000,46850.629999999997000
447,Dagislakhna,2015,9751.200000000000700,6/22/2015 0:00:00,1920,7597.989999999999800,33795.110000000001000
448,Dagislakhna,2015,9751.200000000000700,6/22/2015 0:00:00,1920,9127.530000000000700,37101.230000000003000
449,Dagislakhna,2015,9751.200000000000700,6/22/2015 0:00:00,1920,9673.180000000000300,39644.980000000003000
450,Dagitli River,2009,3177.500000000000000,6/19/2009 0:00:00,244,2420.340000000000100,35281.610000000001000
451,Dagitli River,2009,3177.500000000000000,6/19/2009 0:00:00,244,2618.420000000000100,33818.370000000003000
452,Dall City,2004,483280.200000000010000,7/6/2004 0:00:00,1092,478797.239999999990000,787699.609999999990000
453,Dall City,2004,483280.200000000010000,7/6/2004 0:00:00,1092,478915.440000000000000,772952.030000000030000
454,Dall City,2004,483280.200000000010000,7/6/2004 0:00:00,1092,480116.010000000010000,821536.390000000010000
455,Dall City,2004,483280.200000000010000,7/6/2004 0:00:00,1092,480835.700000000010000,815254.540000000040000
456,Dall City,2004,483280.200000000010000,7/6/2004 0:00:00,1092,482276.650000000020000,800065.770000000020000
457,Dall City,2004,483280.200000000010000,7/6/2004 0:00:00,1092,482533.890000000010000,799182.609999999990000
458,Dall City,2004,483280.200000000010000,7/6/2004 0:00:00,1092,483097.179999999990000,799783.209999999960000
459,Dawn Creek,2002,2548.500000000000000,7/20/2002 0:00:00,551,1670.930000000000100,14871.430000000000000
460,Dawson 31,2004,7413.300000000000200,7/1/2004 0:00:00,802,2203.599999999999900,24150.709999999999000
461,DCK S 32,1991,5030.600000000000400,6/8/1991 0:00:00,395,4888.649999999999600,26623.619999999999000
462,DCK SE 40,1986,3995.500000000000000,7/8/1986 0:00:00,707,499.819999999999990,15297.639999999999000
463,DCK SE 40,1986,3995.500000000000000,7/8/1986 0:00:00,707,3946.639999999999900,16893.130000000001000
464,DCK SW  47,1986,17216.000000000000000,5/31/1986 0:00:00,1337,8348.090000000000100,50572.919999999998000
465,DCK SW 50,1994,17025.599999999999000,6/8/1994 0:00:00,1758,15625.209999999999000,59496.510000000002000
466,Dead Fish Lake,2013,6106.800000000000200,6/24/2013 0:00:00,578,301.060000000000000,11356.379999999999000
467,Deadman Island,1996,34912.099999999999000,6/19/1996 0:00:00,1498,30920.939999999999000,126994.880000000000000
468,Deadman Island,1996,34912.099999999999000,6/19/1996 0:00:00,1498,33394.239999999998000,94294.479999999996000
469,Deadman Island,1996,34912.099999999999000,6/19/1996 0:00:00,1498,34422.639999999999000,92069.389999999999000
470,Deadman Island,1996,34912.099999999999000,6/19/1996 0:00:00,1498,34819.199999999997000,91327.029999999999000
471,Death Valley,2002,2163.071044920000100,7/22/2002 0:00:00,1060,1578.940000000000100,13290.440000000001000
472,Death Valley,2002,2163.071044920000100,7/22/2002 0:00:00,1060,2106.290000000000000,15468.709999999999000
473,Deep Creek,2015,11589.700000000001000,6/27/2015 0:00:00,2021,10800.430000000000000,50404.900000000001000
474,Deepbank Creek,2015,31917.000000000000000,6/26/2015 0:00:00,1895,30182.220000000001000,87183.589999999997000
475,Deer Creek,2004,103092.300000000000000,6/15/2004 0:00:00,969,65430.279999999999000,119218.840000000000000
476,Delta Barley 8,1979,6218.199999999999800,10/16/1979 0:00:00,424,5771.670000000000100,24478.430000000000000
477,Dempsey Creek,2010,12200.000000000000000,6/4/2010 0:00:00,1802,11.010000000000000,1222.359999999999900
478,Dennis,2015,3394.599999999999900,7/6/2015 0:00:00,1959,2911.170000000000100,32728.919999999998000
479,Dennis,2015,3394.599999999999900,7/6/2015 0:00:00,1959,3360.980000000000000,35810.910000000003000
480,DENNIS,1990,79841.100000000006000,7/1/1990 0:00:00,966,68613.979999999996000,95770.600000000006000
481,DENNIS,1990,79841.100000000006000,7/1/1990 0:00:00,966,78964.410000000003000,106628.450000000000000
482,Dennison,2006,3132.199999999999800,6/18/2006 0:00:00,1393,3054.420000000000100,15662.620000000001000
483,Dennison,2006,3132.199999999999800,6/18/2006 0:00:00,1393,3092.880000000000100,15585.730000000000000
484,Dillinger,2009,23911.799999999999000,5/26/2009 0:00:00,260,13870.690000000001000,90981.240000000005000
485,Dillinger,2009,23911.799999999999000,5/26/2009 0:00:00,260,20617.450000000001000,81622.630000000005000
486,Discovery Creek,2013,13473.799999999999000,7/1/2013 0:00:00,1830,49.299999999999997,3803.900000000000100
487,Discovery Creek,2013,13473.799999999999000,7/1/2013 0:00:00,1830,12167.910000000000000,48485.720000000001000
488,DISH MOUNTAIN,2011,38510.400000000001000,5/27/2011 0:00:00,757,38138.389999999999000,58169.459999999999000
489,Dishna,2005,26810.000000000000000,8/2/2005 0:00:00,1059,26519.810000000001000,102286.539999999990000
490,Dishna River,2015,4480.100000000000400,6/23/2015 0:00:00,1953,3150.380000000000100,50525.910000000003000
491,Doestock Creek,2013,29098.900000000001000,5/30/2013 0:00:00,1841,25528.459999999999000,75884.630000000005000
492,Doestock Creek,2013,29098.900000000001000,5/30/2013 0:00:00,1841,28923.470000000001000,53360.349999999999000
493,Donnelly Flats,1999,18719.700000000001000,6/11/1999 0:00:00,463,18661.060000000001000,73807.690000000002000
494,Dry Creek,2012,47154.400000000001000,6/23/2012 0:00:00,1840,1923.920000000000100,22292.599999999999000
495,DUD FIRE,1971,2461.000000000000000,7/14/1971 0:00:00,480,4.290000000000000,770.179999999999950
496,Dulbi Flats,2016,58137.800000000003000,6/26/2016 0:00:00,2044,56453.790000000001000,131200.120000000000000
497,Dulbi Flats,2016,58137.800000000003000,6/26/2016 0:00:00,2044,57092.279999999999000,140023.480000000010000
498,Dulbi Flats,2016,58137.800000000003000,6/26/2016 0:00:00,2044,57186.139999999999000,125580.560000000000000
499,Dulbi Flats,2016,58137.800000000003000,6/26/2016 0:00:00,2044,57809.750000000000000,133859.010000000010000
500,Dulbi Flats,2016,58137.800000000003000,6/26/2016 0:00:00,2044,57979.949999999997000,135082.660000000000000
501,Dulbi River,2015,54503.000000000000000,6/19/2015 0:00:00,2002,15786.559999999999000,61016.559999999998000
502,Dulbi South,2005,3432.599999999999900,8/13/2005 0:00:00,1045,1819.630000000000100,16225.820000000000000
503,Dulbi South,2005,3432.599999999999900,8/13/2005 0:00:00,1045,2299.170000000000100,31796.439999999999000
504,Duluth,2001,2110.500000000000000,9/24/2001 0:00:00,1434,346.050000000000010,9070.110000000000600
505,DUNE LAKE,1981,147524.200000000010000,5/18/1981 0:00:00,69,145251.670000000010000,118306.990000000010000
506,EAA NW 50,1993,2259.500000000000000,7/3/1993 0:00:00,1505,19.789999999999999,1355.640000000000100
507,East Volkmar,2011,58078.699999999997000,5/26/2011 0:00:00,1820,25819.150000000001000,112713.649999999990000
508,East Volkmar,2011,58078.699999999997000,5/26/2011 0:00:00,1820,56341.559999999998000,142644.290000000010000
509,Eden Creek,2015,45995.699999999997000,6/25/2015 0:00:00,1903,45489.879999999997000,191982.700000000010000
510,Eden Creek,2015,45995.699999999997000,6/25/2015 0:00:00,1903,45785.760000000002000,200267.470000000000000
511,Edwards Creek,2004,278116.000000000000000,6/14/2004 0:00:00,59,250276.700000000010000,590645.620000000000000
