"year","parentid","parentac","name","n","year_int","sum_ac","doy","bor_ac","mar_ac","tun_ac","ecoreg1"
1967,1569,28675,"ROGERS",49,NA,28675.042,167,28672.2109125,0,0,"boreal"
1967,66,4664.9,"FUNNEL CREEK",2,NA,4664.916,168,4661.1663255,0,0,"boreal"
1967,1412,7783.2,"SAND CR",2,NA,7783.192,168,7784.0298945,0,0,"boreal"
1967,576,9014,"RIDGEWAY",1,NA,9013.988,169,9013.649085,0,0,"boreal"
1967,545,13569.3,"WOOD CHOPPER",13,NA,13569.248,169,13570.067601,0,0,"boreal"
1967,7,5452.7,"BEAVER CREEK",6,NA,5452.739,170,5459.340186,0,0,"boreal"
1967,68,3457.5,"BLACK RIVER",20,NA,3457.32,170,3459.124053,0,0,"boreal"
1967,1571,1875.9,"UNION CREEK",1,NA,1875.926,170,1873.2288735,0,0,"boreal"
1967,457,2257.1,"AHTELL CREEK",1,NA,2257.137,196,2257.9713585,0,0,"boreal"
1967,456,2595.3,"IDITAROD",4,NA,2595.324,220,2599.791705,0,0,"boreal"
1968,544,5511.9,"NATION",2,NA,5511.887,165,5519.83149,0,0,"boreal"
1968,1754,1261.6,"BEAVER LOG",4,NA,1261.643,189,1261.1992095,0,0,"boreal"
1968,1709,1527.4,"BLEAK SPOT",3,12,1527.441,191,1528.739793,0,0,"boreal"
1968,766,4280.7,"COTTONWOOD",3,NA,4280.675,191,4280.649336,0,0,"boreal"
1968,1646,3148,"SHEEJEK",15,18,3148.011,198,3148.661331,0,0,"boreal"
1968,500,20942.3,"BANANZA",8,NA,20941.994,203,20942.445276,0,0,"boreal"
1968,894,5718.1,"WINTER TRAIL",1,NA,5718.107,203,5709.9787875,0,0,"boreal"
1968,642,14047.5,"GRAND CREEK",7,NA,14047.356,204,14049.7725375,0,0,"boreal"
1968,145,23055.6,"MOREN DOME",4,NA,23055.643,204,23052.3018975,0,0,"boreal"
1968,1704,2962.7,"WILSON",1,NA,2962.67,204,2961.405162,0,0,"boreal"
1968,65,2698.5,"7 MILE ISLE",1,NA,2698.492,205,0,0,2700.758808,"tundra"
1968,30,4320.7,"9 MILE SLOUGH",1,NA,4320.685,205,0,0,4319.345979,"tundra"
1968,902,33079.5,"BILLY GOAT",4,NA,33079.531,205,33077.178774,0,0,"boreal"
1968,1402,37026.5,"CENTRAL CREEK",4,NA,37026.471,205,37028.239461,0,0,"boreal"
1968,1177,95730.2,"CLEAR CREEK",29,11,95730.067,205,95730.8244975,0,0,"boreal"
1968,1359,28500.2,"DISCOVERY",15,NA,28499.983,205,28502.07912,0,0,"boreal"
1968,2,20127.5,"HAYSTACK MT",7,NA,20127.458,205,20129.370984,0,0,"boreal"
1968,1624,8739.2,"HIDDEN CREEK",1,NA,8739.176,205,8736.7679325,0,0,"boreal"
1968,1290,34359,"LAWSON CREEK",25,NA,34358.712,205,34357.9486995,0,0,"boreal"
1968,1201,23764.3,"REDLAND LAKE",31,NA,23764.346,205,23765.07627,0,0,"boreal"
1968,850,1241.9,"REDMOND CREEK",1,NA,1241.896,205,1243.185255,0,0,"boreal"
1968,15,27130.2,"WIEN LAKE",15,11,27129.898,205,27124.567587,0,0,"boreal"
1968,54,6661.2,"X-MAS CREEK",4,11,6661.159,205,0,0,6668.9438715,"tundra"
1968,282,1716.6,"BULLFROG",1,NA,1716.602,206,0,0,1715.3287785,"tundra"
1968,1289,1238.9,"GLACIER CREEK",3,NA,1238.89,206,1236.958209,0,0,"boreal"
1968,394,65949.6,"GURKY",36,18,65949.532,206,65956.6488375,0,0,"boreal"
1968,1693,33497.3,"NONA",7,NA,33497.053,206,33496.614801,0,0,"boreal"
1968,1738,5406.5,"OUR",1,NA,5406.456,206,5405.2983225,0,0,"boreal"
1968,734,9868.3,"WAPOO",17,NA,9868.3,206,9873.871011,0,0,"boreal"
1968,1242,1717.1,"HURTEN",6,11,1717.095,207,1715.551173,0,0,"boreal"
1968,715,8165.9,"AMERICA CREEK",4,NA,8165.885,208,8169.2171685,0,0,"boreal"
1968,1818,5755.9,"BATZA SLOUGH",11,9,5755.873,208,5755.56966,0,0,"boreal"
1968,1243,2465,"GOBLIN",1,NA,2465.03,208,2463.241482,0,0,"boreal"
1968,1,5317.6,"HULT CREEK",1,NA,5317.618,208,5322.345174,0,0,"boreal"
1968,361,1271.6,"KETLKEDE CREEK",1,NA,1271.612,208,1272.986118,0,0,"boreal"
1968,262,10855.1,"KHOTOL MT",7,NA,10855.113,208,10859.523435,0,0,"boreal"
1968,645,14877,"MELOZI SPRINGS",12,9,14877.047,208,14884.419096,0,0,"boreal"
1968,369,14717.4,"NULITNA RIVER",7,14,14717.379,208,14715.844065,0,0,"boreal"
1968,1241,20920.8,"PRETTY GRIM",1,NA,20920.791,208,20920.4282205,0,0,"boreal"
1968,303,2114.7,"YUKI RIVER",1,NA,2114.71,208,2113.8597225,0,0,"boreal"
1968,889,1182,"JUNO",1,NA,1182.014,209,1185.807474,0,0,"boreal"
1968,1245,1986.3,"MOTHER",2,NA,1986.28,210,1985.093307,0,0,"boreal"
1968,1244,6097.8,"KUDOS",3,NA,6097.802,211,6099.1691625,0,0,"boreal"
1968,1303,5111.4,"PEPYS",1,NA,5111.38,211,5105.0657475,0,0,"boreal"
1968,1552,129867,"POCAHONTAS",5,17,129866.592,211,129885.7270185,0,0,"boreal"
1968,380,7712,"LAST CHANCE",6,NA,7712.048,218,7710.417315,0,0,"boreal"
1968,281,1042.2,"22 MILE CABIN",1,NA,1042.194,219,0,0,1041.9182325,"tundra"
1968,379,2690.4,"GALATEA",1,NA,2690.403,222,2693.4197895,0,0,"boreal"
1968,1734,7526.9,"JOHNHANSEN LAKE",14,NA,7526.816,222,7522.716357,0,0,"boreal"
1969,644,401415.4,"FISHHOOK",17,18.6,401415.308,142,401428.744335,0,0,"boreal"
1969,620,1456.4,"ECHO",1,NA,1456.414,144,1459.797498,0,0,"boreal"
1969,504,3743.4,"EDGERTON",1,NA,3743.424,145,3746.6801415,0,0,"boreal"
1969,502,84471.9,"THOMPSON SLOUGH",1,NA,84471.86,146,84471.8805405,0,0,"boreal"
1969,512,14747.1,"BLUFF RIDGE",1,NA,14747.133,161,14744.9777445,0,0,"boreal"
1969,522,469184.8,"BUTTE CREEK",11,10,469184.816,161,469184.342283,0,0,"boreal"
1969,1647,6452.5,"AMOS LAKE",1,NA,6452.48,164,6450.330078,0,0,"boreal"
1969,137,2041,"RUSSIAN RIVER",3,22,2040.976,165,530.8556715,1514.061756,0,"maritime"
1969,561,89885.4,"LADUE RIVER",8,NA,89885.376,166,89890.967322,0,0,"boreal"
1969,714,383903.4,"BIG DENVER",46,19,383902.814,167,383903.3905515,0,0,"boreal"
1969,503,5772.4,"BIG RIVER",1,NA,5772.385,169,5768.91333,0,0,"boreal"
1969,1209,131852.6,"TODATONTIN",25,NA,131852.58,170,131851.2496095,0,0,"boreal"
1969,501,4320.9,"VENETI LANDING",4,NA,4320.949,170,4319.790768,0,0,"boreal"
1969,936,2203,"CLEARWATER",3,NA,2202.96,171,2202.8175225,0,0,"boreal"
1969,64,388814.4,"BEAR",14,13.8,388814.384,172,388802.518992,0,0,"boreal"
1969,102,614642.4,"HOLANADA CREEK",96,14.7142857142857,614616.303,172,614631.67965,0,0,"boreal"
1969,997,49143.1,"NINETY EIGHT",1,NA,49143.096,172,49146.960555,0,0,"boreal"
1969,4,25658.8,"CALICO BLUFF",1,NA,25658.538,173,25656.319098,0,0,"boreal"
1969,1622,4617.6,"KING CREEK",3,NA,4617.628,173,4617.354609,0,0,"boreal"
1969,388,2989.8,"LITTLE OVERFLOW",1,NA,2989.831,173,2991.4284195,0,0,"boreal"
1969,468,85014.3,"MINIKAKOSA",6,10,85014.314,173,78318.44712,0,6698.52234,"boreal"
1969,1623,1513.2,"SCHIEFFLIN",1,NA,1513.237,173,1512.2826,0,0,"boreal"
1969,1602,92979.1,"JOHN HANSEN",28,1,92978.51,174,92975.134248,0,0,"boreal"
1969,74,15783,"MONTAUK BLUFF",6,NA,15783.008,174,15772.8851235,0,0,"boreal"
1969,416,308392.6,"RIDGE TOP",65,16,308392.158,174,308393.7859665,0,0,"boreal"
1969,980,69387.1,"WHITE CREEK",13,NA,69387.069,175,69387.528789,0,0,"boreal"
1969,900,2361.3,"TROOPER",1,NA,2361.246,176,2362.274379,0,0,"boreal"
1969,357,35820.9,"INNOKO FLAT",3,10,35820.907,177,35817.079014,0,0,"boreal"
1969,1676,70895,"JOHN",6,10,70895.021,178,64060.0685415,0,6836.1845355,"boreal"
1969,1011,26594.1,"SWINGING DOME",3,NA,26594.111,179,26595.268677,0,0,"boreal"
1969,298,5107,"NECONS",1,NA,5107.005,180,5112.404766,0,0,"boreal"
1969,1710,26675.1,"NIX",1,NA,26675.126,180,26671.772385,0,0,"boreal"
1969,1258,3232.4,"LAKE",5,NA,3232.383,182,3231.392085,0,0,"boreal"
1969,901,1292.7,"SANDHILL",1,NA,1292.688,182,1293.001623,0,0,"boreal"
1969,767,177508.2,"COTTONWOOD",35,NA,177508.21,183,177522.406524,0,0,"boreal"
1969,893,460043.6,"NIITLTOKTALOGI",25,NA,460043.583,184,460013.0154975,0,0,"boreal"
1969,944,5270.7,"CIRCLE ISLAND",19,NA,5270.499,186,5266.5241545,0,0,"boreal"
1969,1648,2433.2,"VON FRANK",5,NA,2433.038,188,2432.99583,0,0,"boreal"
1969,78,20625.3,"COLLINS",3,NA,20625.297,189,20620.862829,0,0,"boreal"
1969,547,38277.2,"CURTIS",28,15.2105263157895,38276.169,190,38274.3158445,0,0,"boreal"
1969,94,58413,"LAKE CREEK",4,NA,58412.97,190,55445.8399785,0,2969.1889695,"boreal"
1969,5,17336.4,"MOUNTAIN CREEK",4,19,17336.394,193,17339.209587,0,0,"boreal"
1969,3,8129.8,"LAWSON",5,12,8129.791,195,8136.969966,0,0,"boreal"
1969,22,4115.7,"BONEY",3,NA,4115.73,200,4106.736837,0,0,"boreal"
1969,136,85306,"SWANSON RIVER",7,22,85306.012,215,85306.08231,0,0,"boreal"
1969,1700,9508.3,"BAKER CREEK",5,12,9508.317,262,9501.3602235,0,0,"boreal"
1970,935,2746.2,"ISLAND LAKE",1,NA,2746.201,158,2747.2392585,0,0,"boreal"
1970,338,1448.2,"COTTON",1,NA,1448.152,184,0,0,1449.7897455,"tundra"
1970,367,1374.8,"OCTOPUS",1,NA,1374.796,184,1373.7308265,0,0,"boreal"
1970,335,2551.4,"OTTER",1,NA,2551.403,184,2551.309704,0,0,"boreal"
1970,187,1982.3,"ALAMEDA",1,NA,1982.265,185,0,0,1980.4230225,"tundra"
1970,1741,11722.2,"BUCKLAND",1,NA,11722.185,185,0,0,11725.972407,"tundra"
1970,352,5059.2,"DUDLEY",1,NA,5059.155,185,5060.364453,0,0,"boreal"
1970,1590,1125.4,"FLUTE",1,NA,1125.394,185,0,0,1125.31617,"tundra"
1970,430,19210.9,"HUNGER",1,NA,19210.848,185,10471.0002435,0,8739.214272,"boreal"
1970,364,21179.3,"KERULUK CREEK",4,NA,21179.298,185,20641.1007285,0,537.305112,"boreal"
1970,1742,3786.1,"MEANDER",3,NA,3786.14,185,0,0,3788.267913,"tundra"
1970,365,11319.2,"CASCADE LAKE",8,NA,11319.2,186,11317.4337105,0,0,"boreal"
1970,366,2517.7,"SHUK",1,NA,2517.745,188,2522.6208135,0,0,"boreal"
1971,1180,5310.7,"JUNCTION",2,20,5310.667,157,5314.1165775,0,0,"boreal"
1971,1550,6473.8,"CABIN",5,NA,6473.771,172,6473.459106,0,0,"boreal"
1971,76,22786,"KAN",29,13,22785.601,172,22786.7628645,0,0,"boreal"
1971,481,1742.4,"HOLIDAY CREEK",3,NA,1742.434,173,1741.348935,0,0,"boreal"
1971,417,62538.1,"WIEN LAKE",22,NA,62538.099,173,62541.1141065,0,0,"boreal"
1971,973,15208.6,"IOWA CREEK",1,NA,15208.635,174,15213.7853505,0,0,"boreal"
1971,974,7830.8,"SHEKLUK",1,NA,7830.784,174,0,0,7833.4014735,"tundra"
1971,2071,26953,"AMBLER",1,NA,26952.964,175,25072.0887465,0,1877.899158,"boreal"
1971,1482,86912.4,"BEAR MT",23,NA,86912.338,175,86908.212288,0,0,"boreal"
1971,164,21799.5,"CAIRN 4",1,NA,21799.505,175,0,0,21800.2208625,"tundra"
1971,336,25779.4,"ENGLAND",10,12,25779.424,175,25781.5272015,0,0,"boreal"
1971,1933,20610.6,"NOA",9,NA,20610.583,175,0,0,20614.190994,"tundra"
1971,162,7283.6,"Pimingo",1,NA,7283.578,175,7284.309453,0,0,"boreal"
1971,636,7039.5,"RILEY CREEK",1,NA,7039.476,175,0,0,7038.785925,"tundra"
1971,1930,64425.8,"SHALER",4,12,64425.756,175,63824.3303715,0,596.462049,"boreal"
1971,319,5910.7,"TAK",1,NA,5910.669,175,0,0,5912.8025715,"tundra"
1971,1847,20287.7,"TUNALIK",1,NA,20287.71,175,20295.277281,0,0,"boreal"
1971,485,13784,"WICKERSHAME DOME",7,NA,13783.996,175,13782.4543485,0,0,"boreal"
1971,637,1932.2,"Iim Tikrak Creek",2,NA,1932.162,176,0,0,1931.718627,"tundra"
1971,1807,2475.3,"Klymunget Cake",5,NA,2475.31,176,2478.1419135,0,0,"boreal"
1971,268,12581.8,"LEAF",1,NA,12581.794,176,0,0,12579.967287,"tundra"
1971,9,1956.8,"PUPIK HILLS",1,NA,1956.823,176,0,0,1956.626811,"tundra"
1971,341,6383,"SELBY LAKE",3,12,6382.953,176,6386.5028565,0,0,"boreal"
1971,589,127013.2,"165-30",1,17,127013.191,177,0,0,127006.1630325,"tundra"
1971,419,3422.7,"Bitshtini Mountain",3,NA,3422.728,177,3419.093043,0,0,"boreal"
1971,752,64401.2,"DELOME RIVER",23,NA,64401.098,177,0,0,64403.223255,"tundra"
1971,1806,4661.4,"HORSEMAN LAKE",14,5,4661.198,177,4660.499142,0,0,"boreal"
1971,753,4026.8,"NEW IGLOO",1,NA,4026.797,177,0,0,4027.119606,"tundra"
1971,418,22197.2,"NIUKLUK RIVER",1,NA,22197.2,177,0,0,22194.9711,"tundra"
1971,785,5753,"WATER",6,NA,5752.979,177,0,0,5753.790504,"tundra"
1971,157,8418.4,"PUTT",1,NA,8418.397,178,0,0,8420.5229535,"tundra"
1971,515,2459.8,"BLUEBELL",3,3,2459.746,179,2458.5711975,0,0,"boreal"
1971,643,52372.6,"CORRECT",2,NA,52372.583,179,52376.7958785,0,0,"boreal"
1971,511,22795,"INGLUTALIK",2,NA,22794.993,179,0,0,22798.994562,"tundra"
1971,1295,18105.9,"LEWIS",6,3,18105.92,179,18109.3617405,0,0,"boreal"
1971,1747,44876.4,"SIX MILE",13,14,44876.437,179,44876.986155,0,0,"boreal"
1971,1601,10460.5,"SWAMP",2,3,10460.481,179,10462.5492525,0,0,"boreal"
1971,516,64561.6,"ANC NW 500",5,17,64561.567,180,0,0,64560.678561,"tundra"
1971,310,28028,"ELLA",3,NA,28028.018,180,0,0,28016.814321,"tundra"
1971,401,7876.4,"TEN TEN",3,NA,7876.357,180,7881.216291,0,0,"boreal"
1971,735,2937.4,"HUNKER",1,NA,2937.388,184,0,0,2938.9433175,"tundra"
1971,1739,8583.7,"OK OK LAKE",2,NA,8583.747,193,0,0,8578.8678375,"tundra"
1971,480,2461,"DUD FIRE",3,14,2461.034,195,2461.017537,0,0,"boreal"
1972,437,1224.3,"EUREKA CREEK",1,NA,1224.291,184,1224.059328,0,0,"boreal"
1972,891,6421.9,"ROCKY BOTTOM",4,15,6421.817,184,6423.197949,0,0,"boreal"
1972,1333,1667,"BEAR CREEK",6,NA,1666.963,189,1666.624383,0,0,"boreal"
1972,323,9141.6,"CHARLIE",6,NA,9141.615,189,9140.1915555,0,0,"boreal"
1972,358,7719.9,"IDITAROD",6,5,7719.895,189,7725.98493,0,0,"boreal"
1972,784,2425.1,"LONG LAKE",1,NA,2425.063,189,0,0,2424.10005,"tundra"
1972,1770,2489.4,"Slope",2,NA,2489.445,189,2492.3751615,0,0,"boreal"
1972,221,28096.8,"WELL",9,NA,28096.799,189,28094.4300015,0,0,"boreal"
1972,316,2947.9,"AIRPORT",1,NA,2947.933,190,2944.50318,0,0,"boreal"
1972,240,8353.2,"AKULIK RIVER",1,NA,8353.231,190,0,0,8355.806154,"tundra"
1972,381,2168.1,"APPLE MTN",1,NA,2168.114,190,2170.7927145,0,0,"boreal"
1972,57,2129.8,"CLOUDY MT",1,NA,2129.832,190,2129.8721265,0,0,"boreal"
1972,220,12939.6,"DILLINGER",10,NA,12939.57,190,12936.243276,0,0,"boreal"
1972,1010,3577.9,"FOX HILLS",5,NA,3577.854,190,3581.885817,0,0,"boreal"
1972,1182,8391.9,"GEORGETOWN",1,NA,8391.857,190,8389.8325125,0,0,"boreal"
1972,1694,10084.6,"GORKEY",6,NA,10084.562,190,10085.3681805,0,0,"boreal"
1972,899,12234.6,"HANK RIVER",2,NA,12234.567,190,12235.255812,0,0,"boreal"
1972,449,10375.7,"LITTLE BEAR",1,NA,10375.653,190,0,0,10377.372159,"tundra"
1972,261,10207.1,"LITTLE MUD RIVER",8,15,10206.655,190,10206.128394,0,0,"boreal"
1972,888,7706.2,"LOOKOUT",1,NA,7706.22,190,7710.1949205,0,0,"boreal"
1972,52,2092.7,"MAXIM",1,NA,2092.653,190,2094.7337955,0,0,"boreal"
1972,302,3907.4,"MELLICK",1,NA,3907.445,190,3904.357842,0,0,"boreal"
1972,12,91892.5,"PAH RIVER",3,NA,91892.46,190,91910.754171,0,0,"boreal"
1972,368,44825.9,"SAND DUNES",28,NA,44824.738,190,44819.3859795,0,0,"boreal"
1972,654,3688.1,"TOBUK CREEK",1,NA,3688.137,190,0,0,3687.9679935,"tundra"
1972,1370,84254.5,"TOBYS CABIN",14,NA,84254.263,190,84254.8235085,0,0,"boreal"
1972,1406,2703.9,"TONZONA",2,NA,2703.927,190,2710.3217715,0,0,"boreal"
1972,356,2215.5,"YELLOWHEAD",1,NA,2215.517,190,0,0,2212.825275,"tundra"
1972,307,6466.4,"BELTON",1,NA,6466.43,191,6466.787271,0,0,"boreal"
1972,1627,6701.4,"CABLE",1,NA,6701.412,191,0,0,6553.7435205,"tundra"
1972,270,1608.1,"HALFWAY",1,NA,1608.131,191,1608.1346295,0,0,"boreal"
1972,1652,11237.6,"IVA",1,NA,11237.494,191,0,0,11240.9300025,"tundra"
1972,25,7295.3,"NIGIKMIGOON",4,NA,7295.33,191,0,0,7294.094811,"tundra"
1972,816,1629,"ROUND",1,NA,1628.966,191,1631.486052,0,0,"boreal"
1972,1663,18271.8,"DONKEY",1,NA,18271.78,192,18272.1545145,0,0,"boreal"
1972,186,2789.5,"FLAZ",1,NA,2789.476,192,0,0,2792.830131,"tundra"
1972,300,1102.5,"HOHOLITNA",1,NA,1102.524,192,1101.5199585,0,0,"boreal"
1972,546,4468.5,"HOTHAM",1,NA,4468.482,192,2610.6890355,0,1862.5539375,"boreal"
1972,371,1576,"Johnson River",1,NA,1576.026,192,0,0,1575.887427,"tundra"
1972,639,3374.2,"JOKE",2,NA,3374.208,192,3379.506822,0,0,"boreal"
1972,667,2672.2,"KALSKAG",1,NA,2672.235,192,2553.7560435,0,114.5331675,"boreal"
1972,311,2239.7,"MEINZER CREEK",3,NA,2239.689,192,0,0,2234.619936,"tundra"
1972,214,11210,"SISTERS",8,NA,11209.984,192,0,0,11210.6843505,"tundra"
1972,768,2190.9,"TAG RIVER",1,NA,2190.906,192,0,0,2190.585825,"tundra"
1972,185,7023.3,"TIRE",1,NA,7023.282,192,0,0,7022.9959155,"tundra"
1972,719,9227.2,"AMOOK",2,NA,9227.153,193,0,0,9028.9943055,"tundra"
1972,301,1870.4,"BALDWIN",1,NA,1870.433,193,0,0,1869.2257725,"tundra"
1972,670,1434.1,"DENPYNE",1,NA,1434.075,193,0,0,1436.223681,"tundra"
1972,100,2042.9,"LANDING",2,3,2042.918,193,2040.0247485,0,0,"boreal"
1972,650,1438.9,"Marva",4,NA,1438.891,193,1440.0043875,0,0,"boreal"
1972,257,5935.6,"NALUK",1,NA,5935.587,193,5935.9315995,0,0,"boreal"
1972,266,1351.7,"POM",1,NA,1351.653,193,0,0,1352.603349,"tundra"
1972,1740,12891.8,"SLAM",5,12,12891.744,193,12900.4377615,0,0,"boreal"
1972,265,1573.3,"Smitty",9,NA,1573.289,193,0,0,1577.666583,"tundra"
1972,1542,3878.7,"STRAIGHT CREEK",3,NA,3878.665,193,3877.670502,0,0,"boreal"
1972,339,2496.8,"BETTLES",1,NA,2496.829,194,2493.2647395,0,0,"boreal"
1972,668,2386.8,"DONALD",9,NA,2386.785,194,2387.182563,0,0,"boreal"
1972,256,4870.4,"AVAN",10,NA,4870.057,195,4869.7723665,0,0,"boreal"
1972,98,239326.1,"BRIDGE",16,18,239326.11,195,239341.1832945,0,0,"boreal"
1972,355,2440,"CANE",1,4,2440.002,195,2441.446821,0,0,"boreal"
1972,934,6066.2,"GRANITE",3,NA,6066.154,195,6065.3651985,0,0,"boreal"
1972,104,5576.4,"KAIYAK",5,NA,5576.377,195,5577.65406,0,0,"boreal"
1972,1350,2840.7,"KANUTI",1,NA,2840.67,195,2841.756921,0,0,"boreal"
1972,333,9830,"KATEEL RIVER",9,NA,9829.973,195,9827.612955,0,0,"boreal"
1972,342,1421.4,"Mauneluk River",1,NA,1421.392,195,1419.766488,0,0,"boreal"
1972,492,5461.3,"POKTOVIK",1,NA,5461.304,195,2667.1772385,0,2795.498865,"tundra"
1972,75,1390.3,"REDOUBT",4,NA,1390.237,195,1390.855203,0,0,"boreal"
1972,1004,4849,"ROUNDABOUT MT",14,NA,4848.973,195,4852.4255955,0,0,"boreal"
1972,1211,5244.2,"TWIN ISLAND",4,NA,5244.095,195,5242.727943,0,0,"boreal"
1972,1541,2281.5,"Unknown001",2,NA,2281.505,195,0,0,2282.4347535,"tundra"
1972,669,3863.6,"VICTORIA",2,NA,3863.599,195,0,0,3864.771621,"tundra"
1972,535,6903.3,"WOODSCEW",1,NA,6903.289,195,6904.2372525,0,0,"boreal"
1972,945,25615.2,"BERGMAN CREEK",3,3,25615.172,196,25614.508932,0,0,"boreal"
1972,389,4766.2,"CONNALLY CREEK",7,NA,4765.873,196,0,0,4768.13808,"tundra"
1972,77,1397,"DIAMOND",1,NA,1397.015,196,1398.6390105,0,0,"boreal"
1972,1322,1670.5,"MADISON CREEK",1,NA,1670.484,196,0,0,1669.9603005,"tundra"
1972,1745,5630.1,"POIGNANT",1,NA,5630.115,196,5629.0271895,0,0,"boreal"
1972,1522,7012.3,"PUFF",3,NA,7012.251,196,7011.4314015,0,0,"boreal"
1972,1323,1712.8,"ANTLER",1,NA,1712.827,197,0,0,1714.661595,"tundra"
1972,640,1266.3,"AZTEC",3,NA,1266.327,197,1265.424705,0,0,"boreal"
1972,334,1907.4,"KALL",1,NA,1907.384,197,1905.6984705,0,0,"boreal"
1972,1179,27730.1,"KURTI FLATS",3,18,27730.128,197,27727.4790765,0,0,"boreal"
1972,1733,4141.8,"LOMAN",1,NA,4141.843,197,0,0,4145.2110855,"tundra"
1972,1181,11332.5,"COMA",6,15,11332.456,206,11332.778931,0,0,"boreal"
1972,48,2295.9,"YUKON",2,NA,2295.875,213,0,0,2294.221662,"tundra"
1973,1737,11945.2,"KOYUKUK",1,NA,11945.164,182,3107.295954,0,8835.9558795,"tundra"
1973,1351,23830.3,"BEAR",5,2,23830.319,184,23842.6919505,0,0,"boreal"
1973,1407,3244.3,"GOLSOVIA",2,NA,3244.252,184,0,0,3240.287865,"tundra"
1973,269,4159.8,"PASTOLIK",1,NA,4159.807,184,0,0,4159.666728,"tundra"
1973,291,10484.2,"NAGEETHLUK",1,NA,10484.168,249,0,0,10478.5616565,"tundra"
1973,812,9317.3,"SLED",8,NA,9317.292,256,9323.222229,0,0,"boreal"
1974,1673,10350.6,"MARY",1,NA,10350.609,172,3775.369032,0,6572.4246585,"tundra"
1974,82,3899,"SNO WHITE",2,21,3898.97,172,3900.79953,0,0,"boreal"
1974,1692,34145,"WITCH",23,7.375,34145.024,172,34136.221383,0,0,"boreal"
1974,443,15557.5,"REDUNDANT",1,NA,15557.545,173,7474.4567505,0,8085.5968365,"tundra"
1974,72,4728.8,"GINGER",2,2,4728.821,174,0,0,4729.886226,"tundra"
1974,890,2321,"GRAY",2,NA,2320.957,174,2323.8001305,0,0,"boreal"
1974,289,4761.6,"J C MOOSE",2,18,4761.619,174,4761.466245,0,0,"boreal"
1974,1629,352077.1,"BUZA",68,12.8611111111111,352076.902,175,352059.6116745,0,0,"boreal"
1974,575,1032.4,"Ukit",1,NA,1032.396,175,0,0,1030.7985075,"tundra"
1974,990,13883.5,"AHKUTA",1,NA,13883.503,177,0,0,13876.7496165,"tundra"
1974,943,2521.5,"ANDREAFSKY",1,NA,2521.474,177,0,0,2520.3968685,"tundra"
1974,299,15252.2,"HALF CABIN",1,NA,15252.209,185,15253.593966,0,0,"boreal"
1974,1009,6538.6,"INNOKO",8,NA,6538.593,185,6536.174355,0,0,"boreal"
1974,783,4654.7,"KEEFER",1,NA,4654.734,185,4067.8177995,0,583.3407735,"boreal"
1974,1635,1993.1,"ALBERT CREEK",5,18.3333333333333,1993.068,214,1993.099509,0,0,"boreal"
1974,88,2488,"HADWEEZIC",4,24,2487.993,215,2485.7033265,0,0,"boreal"
1974,909,2444.7,"ELLIE",1,NA,2444.711,216,2442.336399,0,0,"boreal"
1974,623,1708.6,"Marc",1,NA,1708.614,216,0,0,1708.434549,"tundra"
1974,1539,8363.9,"Unknown001",4,NA,8363.874,218,0,0,8366.036301,"tundra"
1974,649,1057.4,"Tupikchak",1,NA,1057.388,219,0,0,1057.9306365,"tundra"
1974,138,2988.8,"PIPELINE",6,NA,2988.788,234,2987.647713,0,0,"boreal"
1974,851,14063.3,"IMPACT",13,18.5555555555556,14063.272,249,14061.114657,0,0,"boreal"
1975,1259,1387.1,"CIRCLE 6 NE",5,NA,1387.061,159,1386.407313,0,0,"boreal"
1975,908,26441.9,"COSNA",10,NA,26441.821,189,26438.25816,0,0,"boreal"
1975,484,7252.9,"ALPS",10,4,7252.872,191,7254.7309845,0,0,"boreal"
1975,658,4953.4,"FYU N 66",2,NA,4953.417,194,4951.1687535,0,0,"boreal"
1975,1730,73072.7,"FYU W 46",8,NA,73072.675,194,73078.8327,0,0,"boreal"
1975,769,6176.2,"Salmon",1,NA,6176.171,209,0,0,6173.67132,"tundra"
1976,1686,5728.6,"EIL NE 20",20,NA,5728.603,162,5729.771898,0,0,"boreal"
1976,345,1925.5,"ANVIK RIVER",1,NA,1925.497,165,0,0,1920.3765075,"tundra"
1976,1389,6379.8,"MILITARY 1",1,NA,6379.764,165,6374.715948,0,0,"boreal"
1976,49,1545.7,"OLD WOMAN",3,NA,1545.704,166,0,0,1544.307408,"tundra"
1976,726,27128,"WEST TWIN",79,NA,27127.062,167,27120.7868805,0,0,"boreal"
1976,555,15530.9,"CIK NE 42",11,17,15530.86,206,15530.9199075,0,0,"boreal"
1976,152,7013.8,"DEAD HORSE",1,NA,7013.826,215,0,0,7013.6553465,"tundra"
1977,1626,1650.8,"ENN SW 9",4,NA,1650.831,162,1649.9447955,0,0,"boreal"
1977,405,8213.3,"TELIDA MT",4,NA,8213.184,163,8211.694518,0,0,"boreal"
1977,406,2744.9,"SWIFT FORK",1,NA,2744.89,187,2745.682497,0,0,"boreal"
1977,324,46125.6,"DRY CANYON",1,NA,46125.593,190,0,0,46129.2895845,"tundra"
1977,799,261909.2,"KUGRUK HI",4,NA,261909.166,190,0,0,261911.1115215,"tundra"
1977,1296,1380.9,"NOKO I",5,NA,1380.951,192,1381.069845,0,0,"boreal"
1977,354,32821,"LOOP",2,NA,32821.02,195,32812.974108,0,0,"boreal"
